Stock,Weight
CHO.BK,0.1
MORE.BK,7.823922546728847e-22
TMW.BK,0.1
UREKA.BK,0.09777277782279277
TRT.BK,0.09919371971768921
KGEN.BK,0.006264394222350336
ECF.BK,0.03865452871966986
EFORL.BK,0.00728826105801536
BSM.BK,0.1
PHOL.BK,0.1
MOONG.BK,0.1
DIMET.BK,0.03848066201578228
JUBILE.BK,0.04757664898146415
WINNER.BK,0.1
NPK.BK,0.02863629117583152
CPR.BK,0.036132716286404576
