Stock,Weight
SPVI.BK,0.1
HYDRO.BK,0.07149326145237121
BOL.BK,0.1
YUASA.BK,0.05656560119678363
AUCT.BK,0.043021926715324045
CHO.BK,0.046438859558574304
PHOL.BK,0.03715356680199396
ECF.BK,0.03931370722605125
NEWS.BK,0.02882107600455924
PICO.BK,0.06503445294154879
ARROW.BK,0.09886618426594745
TMILL.BK,0.09733696187956478
TAPAC.BK,0.0652218090213502
UBIS.BK,0.024732981883976685
PSG.BK,0.025524819153886893
NPK.BK,0.03555899413837373
FPI.BK,0.03480408757260985
PPM.BK,0.030111710187084098
